id,uuid,Brand,Name,Description,ColorWay,Country of Manufacture,gender,Retail Price,Release date,Release Time,Below Retail,image small,Tags,Name,Shoe,Short Description,Ticker Symbol,Style Id 
07df0771-591a-4a7f-a6c6-46aa5151d322,07df0771-591a-4a7f-a6c6-46aa5151d322,Diadora,Diadora Intrepid Kith From Seoul To Rio,,,,men,180,2016-08-20 23:59:59,1471651200,False,"{'imageUrl': 'https://stockx.imgix.net/Diadora-Intrepid-Kith-From-Seoul-To-Rio.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Diadora-Intrepid-Kith-From-Seoul-To-Rio.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Diadora-Intrepid-Kith-From-Seoul-To-Rio.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'diadora', 'other brands', 'diadora', 'gender|men', 'style_id|501.171748 01 20001', 'release_date|2016-08-20', 'retail_price|180']",Kith From Seoul To Rio,Diadora Intrepid,Diadora-Intrepid-Kith-From-Seoul-To-Rio,DIADINTPD-KITH,501.171748 01 20001
7f34f498-7db6-4c39-a5b2-089c306001e9,7f34f498-7db6-4c39-a5b2-089c306001e9,Nike,"Nike Air Max 1 NL SP Clot ""Kiss of Death"" (2006)",,,,men,100,2006-05-01 23:59:59,1146441600,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-NL-Clot-Kiss-of-Death-2006.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-NL-Clot-Kiss-of-Death-2006.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-NL-Clot-Kiss-of-Death-2006.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'air max', '1', 'gender|men', 'style_id|313227-161', 'release_date|2006-05-01', 'retail_price|100']","SP Clot ""Kiss of Death"" (2006)",Nike Air Max 1 NL,Nike-Air-Max-1-NL-Clot-Kiss-of-Death-2006,AM1-CLOT06,313227-161
638b1e54-2c40-4a0b-b623-655cf1c7bd29,638b1e54-2c40-4a0b-b623-655cf1c7bd29,Nike,Nike Air Max 1 Patta 5th Anniv Green,,,,men,110,2009-09-29 23:59:59,1254182400,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Patta-5th-Anniv-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Patta-5th-Anniv-Green-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Patta-5th-Anniv-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'air max', '1', 'gender|men', 'style_id|366379-100', 'release_date|2009-09-29', 'retail_price|110']",Patta 5th Anniv Green,Nike Air Max 1,Nike-Air-Max-1-Patta-5th-Anniv-Green,AM1-P5THGRN,366379-100
id,uuid,Brand,Name,Description,ColorWay,Country of Manufacture,gender,Retail Price,Release date,Release Time,Below Retail,image small,Tags,Name,Shoe,Short Description,Ticker Symbol,Style Id
760c5def-2e31-4653-916d-0dd3b2707690,760c5def-2e31-4653-916d-0dd3b2707690,Jordan,Jordan 2 Retro Eminem (The Way I Am),,,,men,110,2008-12-18 23:59:59,1229558400,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-2-Retro-Eminem-The-Way-I-Am-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570825413', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-2-Retro-Eminem-The-Way-I-Am-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570825413', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-2-Retro-Eminem-The-Way-I-Am-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1570825413', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'two', 'release_date|2008-12-18', 'retail_price|110', 'gender|men', 'style_id|308308-002']",Eminem (The Way I Am),Jordan 2 Retro,Air-Jordan-2-Retro-Eminem-The-Way-I-Am,AJ2-EMNM,308308-002
9f81203c-9208-46db-bf37-13995de71395,9f81203c-9208-46db-bf37-13995de71395,adidas,adidas NMD R1 Friends and Family Pitch Black,,,,men,,2016-07-30 23:59:59,1469836800,False,"{'imageUrl': 'https://stockx.imgix.net/Adidas-NMD-Friends-And-Family-Pitch-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Adidas-NMD-Friends-And-Family-Pitch-Black-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Adidas-NMD-Friends-And-Family-Pitch-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'adidas', 'adidas', 'nmd', 'r1', 'gender|men', 'style_id|s80489', 'release_date|2016-07-30']",Friends and Family Pitch Black,adidas NMD R1,adidas-NMD-Friends-And-Family-Pitch-Black,ADINMD-PTCHBLK,S80489
d8280b38-666d-4d69-8cc6-2157f08ca897,d8280b38-666d-4d69-8cc6-2157f08ca897,Nike,Nike Air Zoom Generation Wheat (All-Star),,,,men,110,2004-02-13 23:59:59,1076630400,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Lebron-1-Air-Zoom-Generation-Wheat-All-Star-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Lebron-1-Air-Zoom-Generation-Wheat-All-Star-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Nike-Lebron-1-Air-Zoom-Generation-Wheat-All-Star-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'lebron', 'one', 'gender|men', 'style_id|308214-771', 'release_date|2004-02-13', 'retail_price|110']",Wheat (All-Star),Nike Air Zoom Generation,Nike-Lebron-1-Air-Zoom-Generation-Wheat-All-Star,LB1-WHEAT,308214-771
40e1eeff-185d-4e33-9be7-0a031fa24f0e,40e1eeff-185d-4e33-9be7-0a031fa24f0e,Nike,Nike Air Max 1 112 Pack,,,,men,100,2008-07-12 23:59:59,1215820800,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-112-Pack-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554233181', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-112-Pack-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554233181', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-112-Pack-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1554233181', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'air max', '1', 'gender|men', 'style_id|330159-071', 'release_date|2008-07-12', 'retail_price|100']",112 Pack,Nike Air Max 1,Nike-Air-Max-1-112-Pack,AM1-112,330159-071
c2e00e90-18ee-4d74-8c1c-e0aa6e410a2b,c2e00e90-18ee-4d74-8c1c-e0aa6e410a2b,Vans,Vans Style 36 Blends Bones,,,,men,,2017-03-11 23:59:59,1489190400,False,"{'imageUrl': 'https://stockx.imgix.net/Vans-Style-36-Blends-Bones.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Vans-Style-36-Blends-Bones.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Vans-Style-36-Blends-Bones.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'vans', 'other brands', 'vans', 'gender|men', 'style_id|vn0a3auuj9g', 'release_date|2017-03-11']",Blends Bones,Vans Style 36,Vans-Style-36-Blends-Bones,VN-S36BB,VN0A3AUUJ9G
784fbb8a-537a-4cc7-a98c-118eefb7c25c,784fbb8a-537a-4cc7-a98c-118eefb7c25c,Vans,Vans Authentic Supreme Blue Checker Logo,,,,men,98,2016-10-20 23:59:59,1476921600,False,"{'imageUrl': 'https://stockx.imgix.net/Vans-Authentic-Supreme-Blue-Checker-Logo.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Vans-Authentic-Supreme-Blue-Checker-Logo.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Vans-Authentic-Supreme-Blue-Checker-Logo.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'vans', 'other brands', 'vans', 'supreme', 'release_date|2016-10-20', 'retail_price|98', 'gender|men']",Supreme Blue Checker Logo,Vans Authentic,Vans-Authentic-Supreme-Blue-Checker-Logo,VN-ASBLCWT18,
240ae62f-8458-46ab-ba49-b7d060fa5a49,240ae62f-8458-46ab-ba49-b7d060fa5a49,Jordan,Jordan 23 Finale,,,,men,230,2008-12-23 23:59:59,1229990400,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-23-Finale.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-23-Finale.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-23-Finale.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'twenty-three', 'gender|men', 'style_id|318474-061', 'release_date|2008-12-23', 'retail_price|230']",Finale,Jordan 23,Air-Jordan-23-Finale,AJ23-FINALE,318474-061
7ca2d043-2a2c-494f-945b-cc6139425832,7ca2d043-2a2c-494f-945b-cc6139425832,Diadora,"Diadora N9000 LimitEDition ""Castellers""",,,,men,220,2015-09-26 23:59:59,1443225600,False,"{'imageUrl': 'https://stockx.imgix.net/Diadora-N-9000-LimitEDitions-Castellers.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Diadora-N-9000-LimitEDitions-Castellers.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Diadora-N-9000-LimitEDitions-Castellers.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'diadora', 'other brands', 'diadora', 'gender|men', 'style_id|501.170179-c6021', 'release_date|2015-09-26', 'retail_price|220']","LimitEDition ""Castellers""",Diadora N9000,Diadora-N-9000-LimitEDitions-Castellers,DD-N9000LEC,501.170179-C6021
282a9d9d-dc1d-4de8-aafb-5e3b6b8968fc,282a9d9d-dc1d-4de8-aafb-5e3b6b8968fc,Nike,"Nike Air Max 90 Patta ""Homegrown Grass""",,,,men,290,2006-12-01 23:59:59,1164931200,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Max-90-Homegrown-Grass-2006-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Max-90-Homegrown-Grass-2006-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Max-90-Homegrown-Grass-2006-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'air max', '90', 'gender|men', 'style_id|315728-331', 'release_date|2006-12-01', 'retail_price|290']","Patta ""Homegrown Grass""",Nike Air Max 90,Nike-Air-Max-90-Homegrown-Grass-2006,AM90-GRASS,315728-331
ea2ec0f9-4b99-447d-964e-14cca910e98b,ea2ec0f9-4b99-447d-964e-14cca910e98b,ASICS,"ASICS GT-II Ronnie Fieg ""High Risk""",,,,men,145,2013-02-20 23:59:59,1361318400,False,"{'imageUrl': 'https://stockx.imgix.net/Asics-GT-II-Ronnie-Fieg-High-Risk.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Asics-GT-II-Ronnie-Fieg-High-Risk.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Asics-GT-II-Ronnie-Fieg-High-Risk.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'asics', 'other brands', 'asics', 'gender|men', 'style_id|h10ck-3621', 'release_date|2013-02-20', 'retail_price|145']","Ronnie Fieg ""High Risk""",ASICS GT-II,ASICS-GT-II-Ronnie-Fieg-High-Risk,GT2-HIRISK,H10CK-3621
3f1a76bb-ea1c-4b79-a54c-5be5e07e8b71,3f1a76bb-ea1c-4b79-a54c-5be5e07e8b71,ASICS,"ASICS Gel-Lyte III Ronnie Fieg ""Leatherbacks""",,,,men,130,2011-11-18 23:59:59,1321574400,False,"{'imageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Leatherback-2011.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Leatherback-2011.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Leatherback-2011.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'asics', 'other brands', 'asics', 'style_id|h10ak-9090', 'release_date|2011-11-18', 'retail_price|130', 'gender|men']","Ronnie Fieg ""Leatherbacks""",ASICS Gel-Lyte III,ASICS-Gel-Lyte-III-Ronnie-Fieg-Leatherback-2011,GL3-LEATHRB,H10AK-9090
9b2ed2a5-51ae-43fb-8261-a0a3660469e5,9b2ed2a5-51ae-43fb-8261-a0a3660469e5,Nike,Nike LeBron 4 Fruity Pebbles,,,,men,,2006-12-01 23:59:59,1164931200,False,"{'imageUrl': 'https://stockx.imgix.net/Lebron-4-Fruity-Pebbles-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549068077', 'smallImageUrl': 'https://stockx.imgix.net/Lebron-4-Fruity-Pebbles-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549068077', 'thumbUrl': 'https://stockx.imgix.net/Lebron-4-Fruity-Pebbles-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1549068077', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'lebron', 'four', 'gender|men', 'style_id|pe', 'release_date|2006-12-01']",Fruity Pebbles,Nike LeBron 4,Nike-Lebron-4-Fruity-Pebbles,LB4-FRUITYPEB,PE
9d49bb66-7004-4603-aecf-7f1dbadc2bd5,9d49bb66-7004-4603-aecf-7f1dbadc2bd5,Jordan,Jordan 10 OG Sacramento Kings,,,,men,125,1995-06-01 23:59:59,801964800,False,"{'imageUrl': 'https://stockx.imgix.net/Air-Jordan-10-OG-Sacramento.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Air-Jordan-10-OG-Sacramento.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Air-Jordan-10-OG-Sacramento.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'jordan', 'air jordan', 'ten', 'release_date|1995-06-01', 'retail_price|125', 'gender|men', 'style_id|130209-051']",Sacramento Kings,Jordan 10 OG,Air-Jordan-10-OG-Sacramento,AJ10-SACRMEN,130209-051
aa481fce-43c3-4b1d-9330-f07b40fef343,aa481fce-43c3-4b1d-9330-f07b40fef343,Louis Vuitton,Louis Vuitton Jaspers Kanye Patchwork Grey/Pink,,,,men,1140,2009-07-01 23:59:59,1246406400,False,"{'imageUrl': 'https://stockx.imgix.net/Louis-Vuitton-Kanye-West-Jaspers-Grey-Pink-2009-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Louis-Vuitton-Kanye-West-Jaspers-Grey-Pink-2009-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Louis-Vuitton-Kanye-West-Jaspers-Grey-Pink-2009-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'louis vuitton', 'luxury brands', 'louis vuitton', 'release_date|2009-07-01', 'retail_price|1140', 'gender|men', 'style_id|yp6u6pmi']",Kanye Patchwork Grey/Pink,Louis Vuitton Jaspers,Louis-Vuitton-Kanye-West-Jaspers-Grey-Pink-2009,LV-KWJGPK09,YP6U6PMI
d7201fc0-3052-420a-ad3d-e16f8637332b,d7201fc0-3052-420a-ad3d-e16f8637332b,Nike,Nike Air Yeezy 1 Blink,,,,men,250,2009-04-04 23:59:59,1238803200,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Yeezy-1-Black-Pink-Blink-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Yeezy-1-Black-Pink-Blink-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Yeezy-1-Black-Pink-Blink-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'nike other', 'premium', 'gender|men', 'style_id|366164-003', 'release_date|2009-04-04', 'retail_price|250']",Blink,Nike Air Yeezy 1,Nike-Air-Yeezy-1-Black-Pink-Blink,YEEZ1-BLNK,366164-003
dbfc2aba-81e0-4533-9d19-3cc408df3001,dbfc2aba-81e0-4533-9d19-3cc408df3001,ASICS,"ASICS Gel-Lyte III Ronnie Fieg ""Salmon Toes""",,,,men,130,2011-09-30 23:59:59,1317340800,False,"{'imageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes-2011.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes-2011.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes-2011.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'asics', 'other brands', 'asics', 'gender|men', 'style_id|h02ak-5001', 'release_date|2011-09-30', 'retail_price|130']","Ronnie Fieg ""Salmon Toes""",ASICS Gel-Lyte III,ASICS-Gel-Lyte-III-Ronnie-Fieg-Salmon-Toes-2011,GL3-SALMTOE,H02AK-5001
245725fb-f706-4dc0-abc4-39bddd66863a,245725fb-f706-4dc0-abc4-39bddd66863a,Nike,Nike Air Max 1 Kid Robot (2005),,,,men,150,2005-02-11 23:59:59,1108080000,False,"{'imageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Kid-Robot-2005-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'smallImageUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Kid-Robot-2005-Product.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'thumbUrl': 'https://stockx.imgix.net/Nike-Air-Max-1-Kid-Robot-2005-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1598377195', 'gallery': [], 'hidden': False}","['sneakers', 'nike', 'air max', '1', 'retail_price|150', 'gender|men', 'style_id|311745-001', 'release_date|2005-02-11']",Kid Robot (2005),Nike Air Max 1,Nike-Air-Max-1-Kid-Robot-2005,AM1-KIDROBT,311745-001
3a974e3a-251d-4780-9000-868144e10eb1,3a974e3a-251d-4780-9000-868144e10eb1,ASICS,"ASICS Gel-Lyte III Ronnie Fieg ""Mint Leaf""",,,,men,120,2011-07-15 23:59:59,1310688000,False,"{'imageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Mint-Leaf.png?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Mint-Leaf.png?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Mint-Leaf.png?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'asics', 'other brands', 'asics', 'release_date|2011-07-15', 'retail_price|120', 'gender|men', 'style_id|h10fk-6565']","Ronnie Fieg ""Mint Leaf""",ASICS Gel-Lyte III,ASICS-Gel-Lyte-III-Ronnie-Fieg-Mint-Leaf,GL3-MINT,H10FK-6565
fb8ff2c0-2200-4213-8f15-6692ce2dbe62,fb8ff2c0-2200-4213-8f15-6692ce2dbe62,ASICS,"ASICS Gel-Lyte III Ronnie Fieg ""Cove""",,,,men,115,2010-09-03 23:59:59,1283472000,False,"{'imageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Cove.jpg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'smallImageUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Cove.jpg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'thumbUrl': 'https://stockx.imgix.net/Asics-Gel-Lyte-III-Ronnie-Fieg-Cove.jpg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1538080256', 'gallery': [], 'hidden': False}","['sneakers', 'asics', 'other brands', 'asics', 'release_date|2010-09-03', 'retail_price|115', 'gender|men', 'style_id|h00hk-4040']","Ronnie Fieg ""Cove""",ASICS Gel-Lyte III,ASICS-Gel-Lyte-III-Ronnie-Fieg-Cove,GL3-COVE,H00HK-4040
d3226bd5-93a1-4462-a789-4e605f72863c,d3226bd5-93a1-4462-a789-4e605f72863c,Crocs,Crocs Classic Clog Bieber with drew house,"Crocs teamed up with pop sensation Justin Bieber and his streetwear label Drew House to release the Crocs Classic Clog Justin Bieber, now available on StockX. This is the first time JB or Drew House has collaborated with Crocs.
<br>
<br>
The Crocs Classic Clog Justin Bieber arrives in the Drew House signature yellow that is prevalent in their smiley face logo. Eight custom Jibbitz are included with this release, ranging from Drew House logos to assorted smiley faces.
<br>
<br>
These Justin Bieber Crocs released in October of 2020 and retailed for $60.",Orange,CN,men,55,2020-10-13,1602547200,False,"{'imageUrl': 'https://stockx.imgix.net/Crocs-Classic-Clog-Justin-Bieber.jpeg?fit=fill&bg=FFFFFF&w=700&h=500&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1602091270', 'smallImageUrl': 'https://stockx.imgix.net/Crocs-Classic-Clog-Justin-Bieber.jpeg?fit=fill&bg=FFFFFF&w=300&h=214&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1602091270', 'thumbUrl': 'https://stockx.imgix.net/Crocs-Classic-Clog-Justin-Bieber.jpeg?fit=fill&bg=FFFFFF&w=140&h=100&auto=format,compress&trim=color&q=90&dpr=2&updated_at=1602091270', 'gallery': [], 'hidden': False}","['sneakers', 'crocs', 'other brands', 'crocs', 'release_date|2020-10-13', 'retail_price|55']",Bieber with drew house,Crocs Classic Clog,Crocs-Classic-Clog-Justin-Bieber,CRS-CRCCJBOG,
